,Year_approx,Lake_name,Glacier_name,GL_ID,Lat_lake,Lon_lake,Elev_lake,Lat_impact,Lon_impact,Elev_impact,Lake_type,Transboundary,Country,Province,River_Basin,Driver_lake,Driver_GLOF,Mechanism,Repeat
595,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL086816E43186N,43.185982,86.816313,3652.0,43.194,86.82,3485.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
596,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,27.737,86.8722,4733.0,27.737,86.869,4650.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
597,1978.6333333333334,Chokarma Tsho,Unnamed Glacier in Nepal,GL086922E27899N,27.905695,86.912203,5016.0,28.5880902,85.19796306666667,4460.366666666667,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Moraine collapse,0
598,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,27.754,86.9438,4943.0,27.758,86.938,4778.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
599,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,No lake,27.8101,86.9568,5541.0,27.801,86.945,5088.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
600,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL086966E27799N,27.799,86.966,5400.0,27.766,86.938,4820.0,Moraine dammed,1,Nepal,Koshi,Dudh Koshi,Missing,Missing,Missing,0
601,1978.6333333333334,Barun ,Barun ,GL087082E27845N,27.843,87.081,4847.0,27.804,87.082,4674.0,Moraine dammed,1,Nepal,Koshi,Arun,Missing,Missing,Moraine collapse,0
602,1978.6333333333334,Barun ,Barun ,GL087095E27829N,27.829,87.094807,4847.0,27.804,87.082,4674.0,Moraine dammed,1,Nepal,Koshi,Arun,Missing,Missing,Moraine collapse,0
603,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL087130E27803N,27.8018,87.1283,4613.0,27.792,87.145,4109.0,Moraine dammed,1,Nepal,Koshi,Arun,Missing,Missing,Missing,0
604,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL087230E29641N,29.640349,87.230561,5633.0,29.639,87.233,5585.0,Moraine dammed,0,China,TAR,Dogxung Zangbo,Missing,Missing,Missing,0
605,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,Ephemeral,27.8317,87.6256,5219.0,27.831,87.622,5115.0,Moraine dammed,1,China,TAR,Pumqu,Missing,Missing,Missing,0
606,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL087629E27672N,27.672,87.6299,4874.0,27.66837,87.63248,4781.0,Moraine dammed,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
607,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,27.8835,87.8298,5114.0,27.87,87.817,4579.0,Moraine dammed,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
608,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,27.7047,87.8952,4640.0,27.705,87.891,4474.0,Moraine dammed,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
609,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,Ephemeral,27.7827,87.9362,4847.0,27.777,87.942,4760.0,Moraine dammed,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
610,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL088078E27835N,27.8349,88.0787,5645.0,27.828,88.084,5446.0,Moraine dammed,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
611,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL088185E27602N,27.6017,88.1858,4805.0,27.58292,88.18876,4580.0,Moraine dammed,0,India,Sikkim,East Rathong,Missing,Missing,Missing,0
612,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL088199E27913N,27.913,88.1981,5203.0,27.896,88.28,4864.0,Moraine dammed,0,India,Sikkim,Zemu,Missing,Missing,Missing,0
613,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,27.859,88.2373,5420.0,27.85548,88.23737,5315.0,Moraine dammed,0,India,Sikkim,Zemu,Missing,Missing,Missing,0
614,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL088267E27937N,27.9352,88.2708,5214.0,27.936,88.274,5130.0,Moraine dammed,0,India,Sikkim,Zemu,Missing,Missing,Missing,0
615,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL088300E29849N,29.850165,88.298174,5715.0,29.913,88.257,4710.0,Moraine dammed,0,China,TAR,Dogxung Zangbo,Missing,Missing,Missing,0
616,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL088309E29782N,29.782404,88.308976,5672.0,29.782,88.322,5415.0,Moraine dammed,0,China,TAR,Yarlung Zangbo,Missing,Missing,Missing,0
617,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL088365E29874N,29.873545,88.364841,5716.0,29.853,88.38,5255.0,Moraine dammed,0,China,TAR,Yarlung Zangbo,Missing,Missing,Missing,0
618,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL088494E28007N,28.0057,88.4931,5029.0,27.99648,88.47928,4860.0,Moraine dammed,0,India,Sikkim,Zemu,Missing,Missing,Missing,0
619,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL088521E43827N,43.827488,88.521843,3746.0,43.827,88.51,3550.0,Moraine dammed,0,China,Xinjiang,China,Missing,Missing,Missing,0
620,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL088572E28008N,28.0073,88.5718,5004.0,27.986,88.592,4625.0,Moraine dammed,0,India,Sikkim,Zemu,Missing,Missing,Missing,0
621,1936.9545454545455,Unnamed Lake in India,Unnamed Glacier in India,GL088863E27865N,27.8642,88.8627,4805.0,27.85748,88.85753,4747.0,Moraine dammed,0,India,Sikkim,Changme,Missing,Missing,Missing,0
622,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL089230E27809N,27.8086,89.2292,5155.0,27.81039,89.2088,4870.0,Moraine dammed,0,China,TAR,Amo Chhu,Missing,Missing,Missing,0
623,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL089248E27837N,27.8422,89.2406,5410.0,27.84333,89.23662,5330.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
624,1966.0,Jhomohari South,Unnamed Glacier in Bhutan,GL089268E27789N,27.789,89.267,4550.0,27.785,89.265,4359.0,Moraine dammed,1,Bhutan,Thimphu,Pa Chhu ,Missing,Ice avalanche,Missing,0
625,1980.2242990654206,Zhuomolali,Zhuomolali,GL089268E27853N,27.8558,89.2661,5279.0,27.86144,89.26324,5200.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
626,1966.0,JiChudrake North 1,Unnamed Glacier in China,GL089312E27878N,27.88,89.31,5010.0,27.893,89.314,3950.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Ice calving,Missing,0
627,1966.0,Unnamed Lake in Bhutan,Unnamed Glacier in Bhutan,GL089350E27803N,27.804,89.35,4356.0,27.85414066666667,89.96726333333332,3829.733333333333,Moraine dammed,1,Bhutan,Thimphu,Pa Chhu ,Missing,Ice avalanche,Missing,0
628,1966.0,JiChudrake North 2,Unnamed Glacier in China,GL089351E27884N,27.885,89.351,4990.0,27.933,89.348,4605.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Ice avalanche,Missing,0
629,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL089367E27892N,27.8916,89.3665,4986.0,27.905,89.375,4726.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
630,1966.0,Upper Chokham Tsho,Unnamed Glacier in Bhutan,GL089370E27836N,27.836,89.37,4430.0,27.837,89.379,4348.0,Moraine dammed,1,Bhutan,Punakha,Mo Chhu ,Missing,Ice avalanche,Missing,0
631,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,28.1097,89.4912,5281.0,28.10469,89.47864,5025.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
632,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL089513E28123N,28.1229,89.5134,5214.0,28.171,89.498,4660.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
633,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL089534E28138N,28.1384,89.5339,5298.0,28.159,89.537,4980.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
634,1966.0,Simdong Goi Tsho,Unnamed Glacier in Bhutan,GL089812E28217N,28.217,89.811,5030.0,28.197,89.818,4613.0,Moraine dammed,1,Bhutan,Punakha,Mo Chhu ,Missing,Missing,Missing,0
635,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL089848E28067N,28.0673,89.8479,4769.0,28.066,89.841,4575.0,Moraine dammed,0,China,TAR,Mo Chhu,Missing,Missing,Missing,0
636,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.551365,89.857784,5550.0,29.549,89.843,5200.0,Moraine dammed,0,China,TAR,Yarlung Zangbo,Missing,Missing,Missing,0
637,1966.0,Unnamed Lake in Bhutan,Unnamed Glacier in Bhutan,GL089894E28036N,28.035,89.894,5200.0,28.05032,89.93115,5028.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu ,Missing,Ice avalanche,Missing,0
638,1980.7894736842106,Unnamed Lake in Bhutan,Unnamed Glacier in Bhutan,GL089929E27921N,27.9211,89.9291,4836.0,27.913,89.923,4737.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu,Missing,Missing,Missing,0
639,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL090136E28949N,28.949676,90.135797,4976.0,28.954,90.114,4810.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
640,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.830137,90.238011,5749.0,29.826,90.233,5487.0,Moraine dammed,0,China,TAR,Lhasa,Missing,Missing,Missing,0
641,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,28.0114,90.3222,5515.0,28.00996,90.32552,5400.0,Moraine dammed,0,China,TAR,Mangde Chhu,Missing,Missing,Missing,0
642,1990.0,Unnamed Lake in Bhutan,Unnamed Glacier in Bhutan,GL090326E28087N,28.087,90.326,4706.0,28.09,90.316,4582.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu ,Missing,Missing,Missing,1
643,2009.0,Unnamed Lake in Bhutan,Unnamed Glacier in Bhutan,GL090326E28087N,28.087,90.326,4706.0,28.09,90.316,4582.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu ,Missing,Missing,Missing,1
644,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL090455E30287N,30.286856,90.455002,5704.0,30.284,90.444,5500.0,Moraine dammed,0,China,TAR,Lhasa,Missing,Missing,Missing,0
645,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL090506E28241N,28.2419,90.5062,5482.0,28.332,90.501,4500.0,Moraine dammed,1,China,TAR,Kuri Chhu,Missing,Missing,Missing,0
646,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL090520E29849N,29.849266,90.519983,5471.0,29.859,90.527,5257.0,Moraine dammed,0,China,TAR,Lhasa,Missing,Missing,Missing,0
647,1980.2242990654206,Dongzhi,Dongzhi,GL090576E28167N,28.167,90.5761,5418.0,28.15,90.582,5000.0,Moraine dammed,1,China,TAR,Kuri Chhu,Missing,Missing,Missing,0
648,1950.0,Lure Co,Unnamed Glacier in China,GL090590E28274N,28.27,90.59,5720.0,28.345,90.541,4430.0,Moraine dammed,1,China,TAR,Kuri Chhu ,Missing,Missing,Missing,0
649,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.653685,90.592395,5658.0,29.655,90.597,5490.0,Moraine dammed,0,China,TAR,Lhasa,Missing,Missing,Missing,0
650,1955.0,Cuoalong ,Cuoalong ,GL090603E28060N,28.06,90.605,4880.0,28.078,90.626,4718.0,Moraine dammed,0,China,TAR,Kuri Chhu ,Missing,Ice avalanche,Missing,0
651,1956.0,Tarikha Tsho,Unnamed Glacier in Bhutan,GL089899E28106N,28.028,90.673,4790.0,28.003,90.669,4558.0,Moraine dammed,1,Bhutan,Bumthang,Chamkhar Chhu ,Missing,Missing,Missing,1
652,1960.0,Tarikha Tsho,Unnamed Glacier in Bhutan,GL089899E28106N,28.028,90.673,4790.0,28.0,90.67,4530.0,Moraine dammed,1,Bhutan,Bumthang,Chamkhar Chhu,Missing,Missing,Missing,1
653,1966.0,Dega Co,Wenjia,GL090674E28334N,28.33357,90.673572,4700.0,28.374,90.676,4235.0,Moraine dammed,1,China,TAR,Kuri Chhu ,Missing,Missing,Missing,0
654,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL090683E30446N,30.445681,90.682592,5693.0,30.444,90.677,5595.0,Moraine dammed,0,China,TAR,Lhasa,Missing,Missing,Missing,0
655,1966.0,Upper Jiejiu Co,Unnamed Glacier in China,GL090712E28273N,28.273,90.713,4730.0,28.272,90.717,4637.0,Moraine dammed,1,China,TAR,Kuri Chhu ,Missing,Ice avalanche,Missing,0
656,1966.0,Upper Shegong Co,Unnamed Glacier in China,GL090741E28304N,28.304,90.741,4780.0,28.298,90.745,4742.0,Moraine dammed,1,China,TAR,Kuri Chhu ,Missing,Ice avalanche,Missing,0
657,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092269E27953N,27.9531,92.2691,5239.0,27.953,92.272,5220.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
658,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092303E27892N,27.8922,92.3032,5143.0,27.911,92.304,4884.0,Moraine dammed,0,China,TAR,Nian Chu,Missing,Missing,Missing,0
659,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,28.0078,92.3645,5356.0,28.012,92.371,5130.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
660,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092427E27886N,27.886,92.4277,5540.0,27.88578,92.42276,5435.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
661,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092470E27876N,27.8758,92.4698,5432.0,27.88222,92.48448,4940.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
662,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092503E27912N,27.9114,92.5032,5269.0,27.919,92.479,4736.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
663,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092535E27930N,27.9292,92.5352,5344.0,27.958,92.537,4590.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
664,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092641E28001N,28.0013,92.6407,5279.0,27.985,92.635,4944.0,Moraine dammed,0,China,TAR,Subansiri,Missing,Missing,Missing,0
665,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL092749E28211N,28.2112,92.7491,5177.0,28.225,92.748,4788.0,Moraine dammed,0,China,TAR,Kuri Chhu,Missing,Missing,Missing,0
666,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL093060E29482N,29.482066,93.059681,5274.0,29.484631,93.073735,4940.0,Moraine dammed,0,China,TAR,Yarlung Zangbo,Missing,Missing,Missing,0
667,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL093193E29792N,29.792388,93.192874,5062.0,29.787,93.207,4610.0,Moraine dammed,0,China,TAR,Nyang,Missing,Missing,Missing,0
668,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL093211E29636N,29.635614,93.211215,4959.0,29.641,93.206,4800.0,Moraine dammed,0,China,TAR,Nyang,Missing,Missing,Missing,0
669,2003.0,Oubuguoco Upper,Unnamed Glacier in China,GL093546E29632N,29.632594,93.545783,4674.0,29.627794,93.555324,4570.0,Moraine dammed,0,China,TAR,China,Missing,Ice avalanche,Missing,0
670,2002.0,Unnamed Lake in China,Unnamed Glacier in China,GL093546E29632N,29.6323,93.5462,4660.0,29.628,93.556,4570.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
671,1976.0,Sanga North,Sanga North,GL093898E30128N,30.1282,93.8981,4292.0,30.097,93.861,3900.0,Moraine dammed,0,China,TAR,Nyang,Missing,Missing,Missing,0
672,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL093975E30733N,30.733582,93.975659,4906.0,30.725,93.979,4770.0,Moraine dammed,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
673,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL094035E30562N,30.562485,94.03517,4855.0,30.559,94.035,4780.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
674,2002.0,Jitang South,Unnamed Glacier in China,GL094324E30684N,30.6842,94.3239,4128.0,30.725,94.325,3780.0,Moraine dammed,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
675,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL094366E30929N,30.929695,94.366396,5271.0,30.924,94.353,4965.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
676,2013.0,Unnamed Lake in China,Unnamed Glacier in China,GL094944E30532N,30.5319,94.9444,3876.0,30.505,94.94,3460.0,Moraine dammed,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
677,1980.2242990654206,Anjuezhu,Anjuezhu,GL096125E29363N,29.36332,96.125252,3998.0,29.367,96.202,2960.0,Moraine dammed,1,China,TAR,Lohit,Missing,Missing,Missing,0
678,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL096430E29432N,29.43212,96.429175,4557.0,29.441,96.42,4130.0,Moraine dammed,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
679,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL096548E29744N,29.74463,96.548727,5126.0,29.784,96.58,4615.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
680,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.945197,96.582048,5323.0,29.952,96.606,4846.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
681,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL096612E29615N,29.614581,96.61175,5173.0,29.609,96.591,4662.0,Moraine dammed,0,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
682,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,28.407885,100.348414,4510.0,28.416,100.351,4170.0,Moraine dammed,0,China,Sichuan,China,Missing,Missing,Missing,0
683,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,29.367384,96.976407,5124.0,29.356,96.978,4976.0,Moraine dammed,1,China,TAR,Yigong Zangbo,Missing,Missing,Missing,0
684,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL097068E29509N,29.508833,97.067874,5285.0,29.504,97.125,4960.0,Moraine dammed,1,China,TAR,Lohit,Missing,Missing,Missing,0
685,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL097102E29424N,29.42356,97.102185,5037.0,29.437,97.135,4600.0,Moraine dammed,1,China,TAR,Lohit,Missing,Missing,Missing,0
686,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL097210E29612N,29.612833,97.210091,5271.0,29.594,97.202,4828.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
687,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL097223E29651N,29.651882,97.223338,5292.0,29.663,97.213,5000.0,Moraine dammed,0,China,TAR,China,Missing,Missing,Missing,0
688,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL097285E28919N,28.918581,97.285268,4536.0,28.919,97.279,4500.0,Moraine dammed,1,China,TAR,Lohit,Missing,Missing,Missing,0
689,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL097333E29229N,29.228809,97.332981,4767.0,29.259,97.345,4150.0,Moraine dammed,0,China,TAR,Lohit,Missing,Missing,Missing,0
690,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,30.941492,101.535695,4207.0,31.055,101.558,2640.0,Moraine dammed,0,China,Sichuan,China,Missing,Landslide,Missing,0
691,1976.0,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,GL081877E30251N,30.252,81.878,5377.0,30.246,81.855,4813.0,Supraglacial,1,Nepal,Karnali,Humla,Missing,Missing,Missing,0
692,1978.6333333333334,Unnamed Lake in Nepal,Unnamed Glacier in Nepal,No lake,29.644,82.805,5087.0,29.656,82.799,4705.0,Supraglacial,1,Nepal,Karnali,Mugu Karnali,Missing,Missing,Moraine collapse,0
693,1962.0,Jaritar,Sharphu,Ephemeral,27.769867,87.87497,4360.0,27.75107,87.8617,3900.0,Supraglacial,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
694,1962.0,Khangpachen,Ramdan,Ephemeral,27.766255,88.02664,4780.0,28.542063219607844,85.27488900130719,4166.418954248366,Supraglacial,1,Nepal,Koshi,Tamor,Missing,Missing,Missing,0
695,1992.0,Unnamed Lake in India,Unnamed Glacier in India,Ephemeral,27.564916,88.107834,4727.0,27.54,88.135,4210.0,Supraglacial,0,India,Sikkim,East Rathong,Missing,Missing,Missing,0
696,1956.0,Chubda Tsho,Unnamed Glacier in Bhutan,GL090708E28021N,28.02,90.705,4870.0,27.982,90.679,4399.0,Supraglacial,1,Bhutan,Bumthang,Chamkhar Chhu ,Missing,Missing,Ice core thawing,0
697,1996.0,Unnamed Lake in India,Unnamed Glacier in India,GL092386E27707N,27.706998,92.385856,5060.0,27.675,92.393,4608.0,Supraglacial,0,India,Arunachal Pradesh,Manas,Missing,Missing,Missing,0
698,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL079706E32216N,32.215365,79.7054,5133.0,32.196,79.684,4837.0,Moraine dammed,0,China,Xinjiang,Upper Indus,Missing,Missing,Missing,0
699,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,32.23396,79.7619,5499.0,32.246,79.793,4990.0,Moraine dammed,0,China,Xinjiang,Upper Indus,Missing,Missing,Missing,0
700,1980.2242990654206,Unnamed Lake in China,Unnamed Glacier in China,GL077181E35675N,31.16185,81.1357,5570.0,31.165,81.128,5333.0,Moraine dammed,0,China,Xinjiang,Sutlej,Missing,Missing,Missing,0
701,1960.0,Glaciers in Lunana,Glaciers in Lunana,GL089899E28106N,28.0351,90.3099,5293.0,27.35,89.52,1220.0,Moraine dammed,1,Bhutan,Punakha,Pho Chhu ,Missing,Missing,Missing,0
702,1979.6666666666667,Unnamed Lake in Kazakhstan,Unnamed Glacier in Kazakhstan,Ephemeral,42.267029,70.747063,3283.0,42.297,70.742,2300.0,Water pocket,0,Kazakhstan,Kazakhstan,Aksu,Missing,Missing,Missing,0
